code_mission_et_indicateur;Type de secteur;Budget;Code Mission;Mission;Code Programme;Programme;Code Objectif;Libellé Objectif;Ref programme pour objectif mission ou mention 'Objectif mission' pour objectif programme;Code Indicateur;Libellé Indicateur;Ref programme pour indicateur mission ou mention 'Indicateur mission' pour indicateur programme;Facteur de performance;Code Sous Indicateur;Libellé Sous Indicateur;Cotation Budget Vert / Egalité HF;Unité;Exec 2022;Exec 2023;2024 Cible;Exec 2024;Atteinte de la cible 2024;2025 Cible
SF-P219-2-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-2;Promouvoir la rigueur financière et l'efficacité des fédérations sportives;;P219-2-1;Nombre de fédérations sportives présentant une situation financière fragile ou dégradée;;Contribuable;3634.0;Nombre de fédérations sportives présentant une situation financière dégradée;;Nb;2;1;4;4;cible atteinte;3
SF-P219-2-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-2;Promouvoir la rigueur financière et l'efficacité des fédérations sportives;;P219-2-1;Nombre de fédérations sportives présentant une situation financière fragile ou dégradée;;Contribuable;3635.0;Nombre de fédérations sportives  présentant une situation financière fragile;;Nb;6;3;4;2;cible atteinte;3
SF-P219-2-2;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-2;Promouvoir la rigueur financière et l'efficacité des fédérations sportives;;P219-2-2;Indépendance financière des fédérations sportives;;Contribuable;16545.0;Nombre de fédérations sportives présentant un taux d'autofinancement supérieur à 80% (Subvention Ministère chargé des sports <20%);;Nb;30;57;75;81;cible atteinte;75
SF-P219-2-2;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-2;Promouvoir la rigueur financière et l'efficacité des fédérations sportives;;P219-2-2;Indépendance financière des fédérations sportives;;Contribuable;16544.0;Nombre de fédérations sportives présentant un taux d'autofinancement inférieur à 50% (Subvention Ministère chargé des sports >50%);;Nb;5;1;1;2;absence amélioration;1
SF-P219-3-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-3;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif Mission);P219-3-1;Rang sportif de la France;(Indicateur Mission);Citoyen;3400.0;Apprécié à partir des résultats des finalistes aux Jeux olympiques : hiver + été;;rang;10;sans objet;5;3;cible atteinte;6
SF-P219-3-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-3;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif Mission);P219-3-1;Rang sportif de la France;(Indicateur Mission);Citoyen;13533.0;Apprécié à partir des résultats des médaillés dans les championnats du monde des sports olympiques;;rang;6;7;5;5;cible atteinte;5
SF-P219-3-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-3;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif Mission);P219-3-1;Rang sportif de la France;(Indicateur Mission);Citoyen;21915.0;Apprécié à partir des résultats des médaillés aux Jeux Paralympiques : hiver + été;;rang;9;sans objet;5;6;amélioration;5
SF-P219-3-2;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-3;Conforter le rang de la France parmi les grandes nations sportives et favoriser l'insertion professionnelle des sportifs de haut niveau;(Objectif Mission);P219-3-2;Taux d'insertion professionnelle des sportif(ve)s de haut niveau;;Usager;16460.0;Taux d'insertion professionnelle d'ancien(ne)s sportif(ve) de haut niveau deux ans après leur dernière inscription sur la liste des sportifs de haut niveau;;%;78;82;85;76;absence amélioration;85
SF-P219-4-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-4;Renforcer le respect de l'éthique dans le sport et préserver la santé des sportifs;;P219-4-1;Proportion de sportifs de haut niveau, des collectifs nationaux et espoirs ayant satisfait aux obligations de suivi médical complet;;Citoyen;3408.0;Proportion de sportifs espoirs ayant bénéficié d’un suivi médical complet;;%;80;82;100;68;absence amélioration;100
SF-P219-4-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-4;Renforcer le respect de l'éthique dans le sport et préserver la santé des sportifs;;P219-4-1;Proportion de sportifs de haut niveau, des collectifs nationaux et espoirs ayant satisfait aux obligations de suivi médical complet;;Citoyen;30145.0;Proportion de sportifs des collectifs nationaux ayant bénéficié d’un suivi médical complet;;%;87;52,5;100;14;absence amélioration;100
SF-P219-4-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-4;Renforcer le respect de l'éthique dans le sport et préserver la santé des sportifs;;P219-4-1;Proportion de sportifs de haut niveau, des collectifs nationaux et espoirs ayant satisfait aux obligations de suivi médical complet;;Citoyen;3406.0;Proportion de sportifs de haut niveau ayant bénéficié d’un suivi médical complet;;%;71;81,5;100;79;absence amélioration;100
SF-P219-4-2;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-4;Renforcer le respect de l'éthique dans le sport et préserver la santé des sportifs;;P219-4-2;Répartition des prélèvements recueillis dans le cadre du programme annuel de contrôles de l'AFLD par type de sportifs;;Contribuable;30021.0;Proportion de prélèvements recueillis auprès de sportifs de niveau national et international dans le cadre du programme annuel de contrôle;;%;76;76;80;80;cible atteinte;80
SF-P219-4-2;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-4;Renforcer le respect de l'éthique dans le sport et préserver la santé des sportifs;;P219-4-2;Répartition des prélèvements recueillis dans le cadre du programme annuel de contrôles de l'AFLD par type de sportifs;;Contribuable;30022.0;Proportion de prélèvements recueillis auprès des autres sportifs dans le cadre du programme annuel de contrôle;;%;24;24;20;20;cible atteinte;20
SF-P219-5-1;Programme;BG;SF;Sport, jeunesse et vie associative;219;Sport;P219-5;Adapter la formation aux évolutions des métiers;;P219-5-1;Proportion de diplômés qui occupent un emploi en rapport avec la qualification obtenue après la délivrance du diplôme;;Usager;7840.0;Proportion de diplômés qui occupent un emploi en rapport avec la qualification obtenue après la délivrance du diplôme du champ sport;;%;73,1;71,4;77;Non connu;donnée non renseignée;78
SF-P350-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;P350-1;Garantir la livraison des ouvrages olympiques dans les délais requis tout en maîtrisant les coûts associés;;P350-1-1;"Taux d'opérations ayant atteint un jalon essentiel dans le processus de livraison des
_x000D_ouvrages olympiques";;Citoyen;31167.0;Taux d’opérations ayant atteint le jalon de livraison de l’ouvrage;;%;Sans objet;Sans objet;100;91,4;amélioration;100
SF-P350-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;P350-1;Garantir la livraison des ouvrages olympiques dans les délais requis tout en maîtrisant les coûts associés;;P350-1-1;"Taux d'opérations ayant atteint un jalon essentiel dans le processus de livraison des
_x000D_ouvrages olympiques";;Citoyen;30024.0;Taux d’opérations ayant atteint le jalon de lancement des travaux;;%;79,7;92,9;100;98,6;amélioration;100
SF-P350-1-1;Programme;BG;SF;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;P350-1;Garantir la livraison des ouvrages olympiques dans les délais requis tout en maîtrisant les coûts associés;;P350-1-1;"Taux d'opérations ayant atteint un jalon essentiel dans le processus de livraison des
_x000D_ouvrages olympiques";;Citoyen;30023.0;"Taux d’opérations ayant atteint le jalon de notification du marché (cas des marchés globaux) ou de validation de l’avant-projet détaillé
_x000D_(loi MOP)";;%;90,6;98,6;100;100;cible atteinte;100
SF-P350-1-2;Programme;BG;SF;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;P350-1;Garantir la livraison des ouvrages olympiques dans les délais requis tout en maîtrisant les coûts associés;;P350-1-2;Nombre d’ouvrages financés par le programme 350 dont l’équilibre budgétaire est préservé;;Contribuable;30706.0;Le cas échéant, parmi les ouvrages ayant nécessité un financement complémentaire du programme 350, nombre d’ouvrages avec un dépassement allant au-delà de 10 % du financement envisagé initialement pour ce qui concerne la contribution du programme 350 à cet ouvrage;;Nb;0;0;0;0;cible atteinte;0
SF-P350-1-2;Programme;BG;SF;Sport, jeunesse et vie associative;350;Jeux olympiques et paralympiques 2024;P350-1;Garantir la livraison des ouvrages olympiques dans les délais requis tout en maîtrisant les coûts associés;;P350-1-2;Nombre d’ouvrages financés par le programme 350 dont l’équilibre budgétaire est préservé;;Contribuable;30705.0;Part d’ouvrages financés ou co-financés par le programme 350 n’ayant pas nécessité de financements additionnels de ce programme par rapport à la maquette avec coûts en euros constants (valeur 2016) par ouvrage présentée au CA de la SOLIDEO du 13 juillet 2021;;%;100;100;100;100;cible atteinte;100
TA-MTA-1-1;Mission;BG;TA;Écologie, développement et mobilité durables;;;MTA-1;Améliorer la régulation dans les transports routiers et développer la part des modes alternatifs à la route;(Objectif du P203);MTA-1-1;Part modale des transports non routiers;(Indicateur du P203);Citoyen;12812.0;Part modale des transports collectifs dans l'ensemble des transports intérieurs terrestres de voyageurs;Budget vert;%;16,6;17,8 (estimation);>19,2;18,6 (estimation);amélioration;≥ 19,9
TA-MTA-1-1;Mission;BG;TA;Écologie, développement et mobilité durables;;;MTA-1;Améliorer la régulation dans les transports routiers et développer la part des modes alternatifs à la route;(Objectif du P203);MTA-1-1;Part modale des transports non routiers;(Indicateur du P203);Citoyen;12813.0;Part modale du transport ferroviaire dans le transport intérieur terrestre de marchandises;Budget vert;%;10,2;8,9 (estimation);>10,5;9,8 (estimation);amélioration;≥ 11,3
TA-MTA-1-1;Mission;BG;TA;Écologie, développement et mobilité durables;;;MTA-1;Améliorer la régulation dans les transports routiers et développer la part des modes alternatifs à la route;(Objectif du P203);MTA-1-1;Part modale des transports non routiers;(Indicateur du P203);Citoyen;30018.0;Part modale du vélo dans les trajets domicile-travail;Budget vert;%;3,5;4 (estimation);>5;Non connu;donnée non renseignée;≥ 4,7
TA-MTA-1-1;Mission;BG;TA;Écologie, développement et mobilité durables;;;MTA-1;Améliorer la régulation dans les transports routiers et développer la part des modes alternatifs à la route;(Objectif du P203);MTA-1-1;Part modale des transports non routiers;(Indicateur du P203);Citoyen;12814.0;Part modale du transport fluvial dans le transport intérieur terrestre de marchandises;Budget vert;%;1,9;1,8 (estimation);>2,3;1,8 (estimation;absence amélioration;≥ 2,3
TA-MTA-2-1;Mission;BG;TA;Écologie, développement et mobilité durables;;;MTA-2;Limiter l'exposition aux risques technologiques et réduire l'impact des pollutions industrielles et agricoles sur les personnes, les biens et l'environnement;(Objectif du P181);MTA-2-1;Nombre total de contrôles des installations classées sur effectif de l'inspection (en ETPT);(Indicateur du P181);Contribuable;8433.0;Nombre total de contrôles des installations classées (IC) sur effectif de l'inspection (en ETPT);Budget vert;ratio;18,8;19,3;20;18,3;absence amélioration;20,2
TA-MTA-3-1;Mission;BG;TA;Écologie, développement et mobilité durables;;;MTA-3;Réduire les émissions de gaz à effet de serre;(Objectif du P174);MTA-3-1;Emissions de gaz à effet de serre par habitant;(Indicateur du P174);Citoyen;23560.0;Emissions de gaz à effet de serre par habitant;Budget vert;tCO2eq/hab;5,6;5,1;5,4;Non connu;donnée non renseignée;5,2
TA-P113-1-1;Programme;BG;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;P113-1;Assurer la gestion intégrée de la ressource en eau;;P113-1-1;Plan eau - Réduction des fuites et sécurisation de l'approvisionnement en eau potable;;Citoyen;31182.0;Solutions trouvées concernant les 2000 communes en tension à l'été 2022;Budget vert;;Sans objet;Sans objet;70%;41.4%;absence amélioration;70%
TA-P113-1-2;Programme;BG;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;P113-1;Assurer la gestion intégrée de la ressource en eau;;P113-1-2;Masses d'eau en bon état;;Citoyen;18062.0;Nombre de schémas d’aménagement et de gestion des eaux (SAGE) mis en oeuvre;Budget vert;Nb;158;164;164;165;cible atteinte;170
TA-P113-1-2;Programme;BG;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;P113-1;Assurer la gestion intégrée de la ressource en eau;;P113-1-2;Masses d'eau en bon état;;Citoyen;23511.0;Bon état sur le paramètre biologique invertébré;Budget vert;%;73,5;75,6;79;74,9;absence amélioration;79,5
TA-P113-1-2;Programme;BG;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;P113-1;Assurer la gestion intégrée de la ressource en eau;;P113-1-2;Masses d'eau en bon état;;Citoyen;23512.0;Bon état sur le paramètre ammonium;Budget vert;%;96,7;95,49;98;95,49;absence amélioration;98
TA-P113-2-1;Programme;BG;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;P113-2;Préserver et restaurer la biodiversité;;P113-2-1;SNB2030 - Réduction des pressions - Lutter contre les espèces exotiques envahissantes;;Citoyen;31141.0;"Nombre d'opérations ""coup de poing"" concernant les espèces exotiques envahissantes";Budget vert;%;Sans objet;105;150;77;absence amélioration;150
TA-P113-2-2;Programme;BG;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;P113-2;Préserver et restaurer la biodiversité;;P113-2-2;Préservation de la biodiversité ordinaire;;Citoyen;15847.0;Evolution de l'abondance des oiseaux communs, catégorie des oiseaux inféodés  à certains milieux;Budget vert;%;64;66;73;64;absence amélioration;75
TA-P113-2-3;Programme;BG;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;P113-2;Préserver et restaurer la biodiversité;;P113-2-3;Effort de protection des espaces naturels terrestres et maritimes;;Citoyen;30459.0;Pourcentage du territoire national sous protection forte;Budget vert;%;4,2;4,2;7,7;5,2;amélioration;9,2
TA-P113-2-4;Programme;BG;TA;Écologie, développement et mobilité durables;113;Paysages, eau et biodiversité;P113-2;Préserver et restaurer la biodiversité;;P113-2-4;Retour à la conformité en police de l'eau et de la nature;;Contribuable;30083.0;Pourcentage de retours à la conformité sur l'ensemble des contrôles administratifs non conformes de l'année précédente;Budget vert;%;41,6;42,7;52;35,1;absence amélioration;57
